,skill,count
1465,FinTech,3
1466,Underwriting,7
1467,Lightspeed,1
1468,Max,5
1469,Capital Management,1
1470,Human Capital Management,1
1471,IRT,3
1472,Writer,1
1473,Boomi,1
1474,Dell,1
1475,SDS-PAGE,1
1476,External Audit,1
1477,Procedural,1
1478,ISO 13485,1
1479,Diet,1
1480,Equity Management,1
1481,Consumer Focus,1
1482,Donor Engagement,5
1483,Philanthropy,5
1484,Conservation,1
1485,CFRE,1
1486,NGO,1
1487,Kimball,2
1488,ESRI,2
1489,MapInfo,1
1490,Replication,5
1491,Allocations,2
1492,Capture,4
1493,EDW,1
1494,ODS,1
1495,Data Solutions,1
1496,Athena,6
1497,Periscope,4
1498,Geology,1
1499,Coaching,3
1500,RFM,1
1501,Performance Monitor,1
1502,Telematics,1
1503,Gas,1
1504,Greenhouse,1
1505,Greenhouse Gas,1
1506,Sustainability,4
1507,Energy Star,1
1508,IPM,2
1509,Performance Measurement,1
1510,A&P,2
1511,CBP,1
1512,Availability,3
1513,Ratings,1
1514,T&E,1
1515,Docs,1
1516,Step,2
1517,Cytometry,3
1518,ICP-MS,7
1519,FCS,2
1520,Flow Cytometry,2
1521,Corporate Risk,1
1522,G2,2
1523,Design Thinking,2
1524,Hyperion Planning,2
1525,Budgeting,5
1526,Consolidation,3
1527,DRM,2
1528,Cardiology,3
1529,Technologists,1
1530,OSC,1
1531,Life Support,1
1532,RAID,2
1533,Unified Modeling Language (UML),2
1534,Risk Management Framework,4
1535,Instagram,2
1536,Twitter,2
1537,Tube,1
1538,YouTube,1
1539,Google Drive,1
1540,Commodity,1
1541,Pharmacovigilance,3
1542,PSUR,1
1543,PSURs,1
1544,Devices,2
1545,MDR,2
1546,Medical Devices,2
1547,Biomedical Sciences,1
1548,Collaborative Environment,1
1549,Mainframe,1
1550,Transportation,3
1551,IIP,1
1552,IMPAX,1
1553,COM,3
1554,DICOM,3
1555,HDI,1
1556,IRS,1
1557,Data Review,4
1558,QAM,2
1559,OOS,5
1560,Environmental Studies,1
1561,Journalism,1
1562,Artificial Intelligence,5
1563,Entrepreneurs,2
1564,Entrepreneurship,1
1565,Asset Management,5
1566,SuccessFactors,5
1567,ASI,2
1568,ASIS,2
1569,TPA,2
1570,Antivirus,2
1571,IT Infrastructure,2
1572,Microsoft Operating Systems,2
1573,Operating Systems,4
1574,HubSpot,3
1575,Patient Registration,1
1576,Personal Health,1
1577,EPR,1
1578,Management Software,1
1579,Committees,1
1580,Safety Committee,2
1581,ISO 14001,6
1582,Nuclear,1
1583,Nuclear Safety,1
1584,Designation,2
1585,Safety Management Systems,1
1586,OHS,1
1587,OHSAS 18001,1
1588,Learning and Development,2
1589,Perkin Elmer,2
1590,Matching,5
1591,Assembler,1
1592,POS,1
1593,POSIX,1
1594,Windows CE,1
1595,Windows XP,1
1596,Community Development,1
1597,Development Work,1
1598,Health Promotion,2
1599,Officers,2
1600,HIS,3
1601,ISS,3
1602,ArcView,1
1603,Selenium,4
1604,Assembla,1
1605,Reliability,2
1606,Oral Communication,1
1607,Written Communication,1
1608,Capital Adequacy,2
1609,Cooperation,1
1610,MW,6
1611,MWS,1
1612,Upstream,1
1613,Cognitive Science,1
1614,Neuropsychology,1
1615,Transparency,1
1616,Android,12
1617,Espresso,1
1618,CIC,2
1619,ICD,1
1620,Skype,1
1621,Zoo,2
1622,Zoom,1
1623,ACE,1
1624,RFA,1
1625,Support Documentation,1
1626,Lua,1
1627,Graphs,2
1628,Latin,2
1629,Latin America,2
1630,S&P,4
1631,Structured Finance,2
1632,RUM,3
1633,SCR,3
1634,Product Management,4
1635,Version Control,1
1636,Life Insurance,1
1637,P&C Insurance,1
1638,Customer Engagement,1
1639,Square,1
1640,Production Planning,2
1641,Lessons,1
1642,Blockchain,2
1643,ICA,4
1644,ORSA,3
1645,Process Automation,1
1646,Spanish,4
1647,PPE,1
1648,KT,7
1649,Box,1
1650,Webi,1
1651,Independence,1
1652,Moms,4
1653,Cleansing,4
1654,Data Transformation,2
1655,Parse,3
1656,Customer Data,1
1657,CX,1
1658,Workforce Management,1
1659,Superintendents,2
1660,Change Orders,1
1661,Corporate Health,2
1662,Microsoft Project,1
1663,Business Center,1
1664,Dynamics NAV,1
1665,Microsoft Dynamics NAV,1
1666,NAV,1
1667,Trimble,1
1668,History,2
1669,Acquisitions,1
1670,Actuaries,1
1671,IFM,1
1672,SRM,1
1673,TAM,1
1674,VEE,1
1675,Content marketing,1
1676,Business Rules,1
1677,Data Profiling,1
1678,Workflow,1
1679,Translation,1
1680,Internet Explorer,1
1681,RCT,1
1682,UGS,1
1683,WinBUGS,1
1684,Fish,2
1685,Fisher,2
1686,SIF,2
1687,Geographic Information Systems (GIS),1
1688,Iterative,1
1689,Health & Wellness,2
1690,Anthropology,4
1691,Human Computer Interaction,4
1692,SUS,1
1693,Usability,1
1694,Functional Specifications,1
1695,User Stories,1
1696,Technical Operations,1
1697,User Experience,2
1698,Legislation,1
1699,Charities,1
1700,Blackbaud,2
1701,Trillium,1
1702,Salesforce.com,1
1703,Pharmaceuticals,1
1704,CDH,2
1705,LinkedIn Learning,1
1706,Continuous Delivery,1
1707,Continuous Integration,1
1708,Fiddle,1
1709,Fiddler,1
1710,Cordova,3
1711,SharePoint Online,1
1712,Xamarin,1
1713,SOT,2
1714,Enterprise Systems,1
1715,PeopleSoft,9
1716,First Nations,2
1717,Trace,1
1718,Career Opportunities,1
1719,FTC,1
1720,ASAP,1
1721,C5,1
1722,Active Directory,7
1723,CompTIA,1
1724,TIA,1
1725,Windows 10,1
1726,WebDriver,2
1727,IIS,3
1728,Crisis,4
1729,Crisis Intervention,3
1730,Non-Violent Crisis Intervention,1
1731,Talent Management,1
1732,Video,1
1733,Asana,1
1734,CMS,1
1735,Unreal,3
1736,Computer Graphics,1
1737,Graphics,1
1738,Unreal Engine,1
1739,Checklists,1
1740,Design Principles,2
1741,Principle,5
1742,Principles,4
1743,FAS,1
1744,Personal Support,1
1745,Service Work,1
1746,Youth Work,2
1747,Computer Literacy,1
1748,Literacy,1
1749,First Aid,3
1750,Crisis Intervention Training,1
1751,Children,1
1752,Smartphone,1
1753,Mental Health,3
1754,Siebel,1
1755,TeamCity,2
1756,Ad-hoc,1
1757,Merchandising,2
1758,Sequencing,2
1759,Mobile Data,1
1760,DMPK,2
1761,PK,4
1762,Lynx,1
1763,MassLynx,1
1764,PDA,1
1765,IEX,1
1766,Skin,1
1767,Re-engineering,1
1768,TypeScript,1
1769,AngularJS,4
1770,Apollo,1
1771,GraphQL,1
1772,Highcharts,1
1773,GRX,1
1774,Refactoring,1
1775,Firebase,1
1776,Rivers,1
1777,VMware,7
1778,Citrix,2
1779,ELL,2
1780,EMC,2
1781,Expressions,1
1782,Rust,1
1783,ES6,2
1784,Powershell,2
1785,S6,2
1786,Entity Framework,1
1787,Packaging,1
1788,Calculations,2
1789,Indexing,2
1790,Product Support,1
1791,Data Integration,2
1792,Operational Support,2
1793,Qlik Sense,1
1794,AAP,2
1795,Reserves,1
1796,Liability,1
1797,Projection,1
1798,Solvency,1
1799,Solvency II,1
1800,Tax,4
1801,Empower,2
1802,Merlin,1
1803,Clinical Development,2
1804,BSP,1
1805,Project Teams,1
1806,SPD,2
1807,Site Management,1
1808,LSI,1
1809,Development Operations,1
1810,VLS,3
1811,Components,2
1812,Height,1
1813,Working at Height,1
1814,Flume,3
1815,Podium,1
1816,Mastery,5
1817,Biomedical Engineering,1
1818,CAE,1
1819,Coal,1
1820,Harm Reduction,3
1821,EMS,2
1822,Community Health,3
1823,Resource Management,1
1824,Anti-oppression,1
1825,Health Policy,1
1826,Reform,1
1827,Conflict,1
1828,Conflict Resolution,1
1829,Facilitation,4
1830,Cisco Telepresence,5
1831,Telepresence,5
1832,Environmental Engineering,3
1833,Archaeology,2
1834,Family Law,1
1835,Income Tax,2
1836,Income Tax Act,1
1837,Nutrition,1
1838,Boot Camp,1
1839,Yoga,1
1840,Research Ethics,1
1841,Clinical Practices,2
1842,Level 1 & 2,1
1843,Foundation Level,1
1844,Therapeutic Areas,1
1845,Teradata SQL,1
1846,Web Analytics,1
1847,Forming,1
1848,Doors,1
1849,Amazon Redshift,1
1850,Engagements,1
1851,CTI,3
1852,PEX,2
1853,Q&A,1
1854,Business Intelligence Tools,1
1855,Dundas,1
1856,Atlas,2
1857,Atlassian,1
1858,Web Technologies,2
1859,Maya,1
1860,Xbox,1
1861,Xbox One,1
1862,CVS,2
1863,Subversion,2
1864,VS,2
1865,SSH,1
1866,MRI,3
1867,CRIS,2
1868,RNAi,1
1869,DLP,2
1870,Loss Prevention,1
1871,Obfuscation,1
1872,Common Criteria,1
1873,FIPS,1
1874,FIPS 140-2,1
1875,IEC,1
1876,Trusted Computing,1
1877,ISSA,1
1878,ISSAP,1
1879,SSE,1
1880,SSEP,1
1881,SPDs,1
1882,Speech Analytics,1
1883,Text Analytics,1
1884,Avaya,1
1885,Genesys,1
1886,Database Administration,5
1887,Oracle Database,3
1888,Oracle Database Administration,3
1889,Browsers,1
1890,LN,2
1891,AOC,1
1892,SDI,2
1893,Web Intelligence,2
1894,Platforms,2
1895,User Research,1
1896,Tableau Software,1
1897,LTV,1
1898,CSST,1
1899,WCB,1
1900,DDS,1
1901,ElasticSearch,1
1902,Risk Analytics,1
1903,Financial Engineering,1
1904,Trading,3
1905,Business Insights,1
1906,Mac OS,1
1907,ISO 9001,1
1908,ISO/TS 16949,1
1909,Diva,1
1910,FlowJo,1
1911,ACSA,1
1912,FACS,1
1913,Interview,3
1914,Ubuntu,1
1915,Ubuntu Server,1
1916,QSA,1
1917,QSAR,1
1918,SMIL,1
1919,LCD,1
1920,AEC,2
1921,Requirements Analysis,1
1922,HQL,1
1923,Canadian Securities Course,1
1924,Securities,1
1925,ESS,2
1926,OGRE,1
1927,OpenEdge,1
1928,Brokerage,1
1929,OpenCL,2
1930,LiDAR,2
1931,RGB,1
1932,Laravel,1
1933,Pyramid,1
1934,Objective-C,1
1935,Virtual Machines,1
1936,Webpack,1
1937,Genetics,1
1938,Molecular,1
1939,Molecular Genetics,1
1940,NGS,3
1941,COS,1
1942,OSM,1
1943,Annual Planning,1
1944,Xen,2
1945,SaltStack,2
1946,New Relic,4
1947,EWM,3
1948,Windows Server,6
1949,Infrastructure Management,2
1950,Hypervisor,1
1951,Vault,1
1952,Beans,1
1953,Spring Boot,2
1954,Tomcat,4
1955,Vue,2
1956,Vue.js,1
1957,Medline,4
1958,Incident Response,1
1959,Sphere,2
1960,VMware vSphere,1
1961,Data Sheets,1
1962,GHS,2
1963,Pharmacology,1
1964,Retreats,1
1965,Repro,1
1966,Brick,2
1967,SMS,3
1968,Demand Planning,1
1969,Costco,1
1970,DMC,2
1971,FDM,2
1972,S-1,1
1973,HOMER,1
1974,Marketing Science,2
1975,Data Integrity,1
1976,R11,1
1977,ANSI,1
1978,ANSI SQL,1
1979,NSI,1
1980,Database Development,1
1981,Silver,1
1982,GTM,2
1983,Drawing,1
1984,Shop Drawings,1
1985,Modular,1
1986,FF&E,1
1987,Contractors,1
1988,Fab,2
1989,AutoCAD,1
1990,Revit,1
1991,SolidWorks,1
1992,HL7 Standards,1
1993,XHTML,1
1994,Technical Systems,2
1995,CMM,1
1996,Change Requests,2
1997,Quantification,1
1998,Risk Assessment,1
1999,Service Design,1
2000,Prospect,1
2001,Articulate,3
2002,CAM,6
2003,Core Data,1
2004,Mono,2
2005,Monographs,1
2006,Level III,1
2007,NDS,1
2008,Plain Language,1
2009,Story,3
2010,Tracker,2
2011,PK/PD,1
2012,Gerrit,1
2013,Artifactory,1
2014,Sanction,1
2015,Terrorist Financing,1
2016,Global Sales,2
2017,Lotus,1
2018,Lotus Notes,1
2019,Notes,1
2020,Economic Capital,1
2021,PeopleCode,1
2022,PeopleTools,1
2023,BI Publisher,1
2024,Inflammation,2
2025,Ecosystem,1
2026,Graph Databases,1
2027,Bar,1
2028,Metal,2
2029,Configuration Management,5
2030,Puppet,1
2031,Calibration,1
2032,Spring Framework,1
2033,Contract Management,1
2034,M1,4
2035,V1,1
2036,Adobe Acrobat,1
2037,Business Units,1
2038,Apache Camel,2
2039,Bootstrap,2
2040,JQuery,2
2041,Lumira,2
2042,OData,2
2043,SAP Lumira,2
2044,Listen,3
2045,Tempera,1
2046,Mint,1
2047,Suppliers,1
2048,Premier,1
2049,Load Balancing,2
2050,Teaching,1
2051,Tutoring,1
2052,Eye Tracking,1
2053,GPG,1
2054,GPGPU,1
2055,SCA,2
2056,SCADA,1
2057,Electricity,1
2058,Electricity Markets,1
2059,Action Oriented,1
2060,Instrumentation,1
2061,Meditech,5
2062,PCM,1
2063,Public Affairs,1
2064,Innovation Development,1
2065,CTR,1
2066,Knime,1
2067,Truck,2
2068,IBM DB2,2
2069,TMW,1
2070,FSP,2
2071,Biometrics,1
2072,SMT,1
2073,ENT,3
2074,LEC,1
2075,SIT,1
2076,ROV,1
2077,PPO,1
2078,HNI,1
2079,CDM,18
2080,DRA,1
2081,MedDRA,1
2082,Articles,1
2083,FAQ,3
2084,Management Professional,1
2085,EIM,1
2086,Statistical Programming,2
2087,Data Standards,2
2088,Subject Matter Experts,2
2089,PMD,1
2090,Core Banking,1
2091,BOL,1
2092,COB,1
2093,COBOL,1
2094,CICS,1
2095,Urban,2
2096,Approvals,1
2097,Regulatory Approvals,1
2098,Tax Credits,1
2099,RMA,2
2100,RMAN,2
2101,Standby,1
2102,BMC Control-M,1
2103,Sentry,2
2104,Digital Learning,2
2105,Electronic Medical Record (EMR),1
2106,SCE,2
2107,Print,1
2108,Compost,1
2109,Business Process,2
2110,Business Process Management,2
2111,Process Management,2
2112,Fortune 100,1
2113,Systems Management,2
2114,SAP BusinessObjects,2
2115,Training & Development,1
2116,Retirement Savings,4
2117,Android SDK,1
2118,SDK,3
2119,Keynote,1
2120,Yelp,2
2121,GRC,1
2122,CISA,1
2123,CISSP,1
2124,SSP,1
2125,Adoption,1
2126,Group Policy,1
2127,ADFS,1
2128,SNMP,1
2129,Syslog,1
2130,VLAN,1
2131,NetBackup,1
2132,Certificate Management,1
2133,PKI,1
2134,Conversant,1
2135,Summit,1
2136,Marketing Mix,2
2137,Community of Practice,1
2138,TGI,1
2139,DFA,1
2140,FDD,1
2141,C-Level,1
2142,QSR,1
2143,Cantonese,2
2144,P.Eng,1
2145,Structural,1
2146,Construction,1
2147,Time Series Analysis,1
2148,Cyber,1
2149,Cyber Security,1
2150,Alto,1
2151,Checkpoint,1
2152,Pal,2
2153,Fortune 500,1
2154,SPARQL,1
2155,O&M,6
2156,Solar PV,1
2157,CIH,1
2158,Cell Biology,1
2159,Elixir,1
2160,Enterprise Risk Management,1
2161,Data Architecture,1
2162,Agri,1
2163,ANOVA,1
2164,Distributed Systems,2
2165,GDS,1
2166,Heat,1
2167,Nurses,2
2168,IVA,12
2169,Interviewing,2
2170,SR&ED,4
2171,F1,1
2172,Architecture Frameworks,1
2173,Enterprise Architecture,1
2174,Catalyst,1
2175,SFP,1
2176,Light Rail,1
2177,Traction,1
2178,Clinical Trials,1
2179,Trials,1
2180,ROS,2
2181,Market Risk,1
2182,Filters,1
2183,Accident,1
2184,Behavioral Science,1
2185,Spectrum,1
2186,Speech Recognition,4
2187,Russian,3
2188,Spelling,4
2189,Dutch,3
2190,EBA,1
2191,McAfee,1
2192,Symantec,1
2193,ISACA,1
2194,Data Guard,1
2195,Capacity Planning,1
2196,Articulate Storyline,1
2197,Storyline,1
2198,Encoders,1
2199,Control Theory,1
2200,Design Optimization,1
2201,Render,1
2202,Rendering,1
2203,Knowledge Representation,1
2204,Riak,1
2205,Technology Solutions,1
2206,Raspberry Pi,1
2207,Stewardship,1
2208,CRD,2
2209,Deliverables,2
2210,CRF design,3
2211,Data Monitoring,2
2212,OTP,1
2213,Managed Services,2
2214,Offshore,2
2215,Indices,1
2216,Redux,2
2217,Metals,1
2218,Precious Metals,1
2219,Digg,1
2220,Digging,1
2221,Google Tag Manager,1
2222,A/B Testing,1
2223,VW,1
2224,C3,1
2225,PCE,1
2226,ARP,1
2227,EBIT,1
2228,EBITDA,1
2229,TDA,1
2230,Workstation,2
2231,CMake,1
2232,Qt,1
2233,LDA,3
2234,LDAP,3
2235,Kerberos,1
2236,Range,1
2237,Credit Scoring,1
2238,Erwin,2
2239,TOGAF,1
2240,Zachman,1
2241,Extreme Programming,2
2242,RUP,1
2243,Order Management,3
2244,Liberty,2
2245,WebSphere,1
2246,WebSphere Application Server,1
2247,Document Review,1
2248,Volumetric,1
2249,Demand Generation,2
2250,Amazon SQS,1
2251,Wood,2
2252,PLM,3
2253,Breakdown,1
2254,PBS,1
2255,Functional Configuration,1
2256,COD,1
2257,Windchill,1
2258,ClearCase,1
2259,ClearQuest,1
2260,Pre-sales,1
2261,GNU/Linux,1
2262,OpenStack,1
2263,Ceph,1
2264,Data Architects,2
2265,BPM,1
2266,Service-Oriented Architecture (SOA),1
2267,DRP,1
2268,Observation,1
2269,Observational,1
2270,GSNA,1
2271,SNA,1
2272,MTA,1
2273,Brand Equity,1
2274,Kantar,3
2275,Performance Management,1
2276,Essbase,1
2277,TM1,1
2278,Programmers,1
2279,Savings Accounts,1
2280,TFSA,1
