Title,Company,Level,Responsibility,Link
Python Developer/IT Analyst,Nexus Energy Inc.,Entry level,"Fast learner, self-starter, solution-oriented and productive worker",https://ca.linkedin.com/jobs/view/python-developer-it-analyst-at-nexus-energy-inc-1674071029?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=2&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Python Developer/IT Analyst,Nexus Energy Inc.,Entry level,"Ability to work independently, as a team player and in a fast-paced environment",https://ca.linkedin.com/jobs/view/python-developer-it-analyst-at-nexus-energy-inc-1674071029?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=2&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,Billable client work including:,https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,"Delivery of workshops to define KPIs, digital objectives, project requirements, education on digital best practices",https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,Delivery and implementation of optimization roadmaps and experiments,https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,"Delivery and implementation of data strategy, data layer design and tagging plans",https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,"Research into latest practices, tools, approaches to make informed recommendations",https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,Providing general guidance and expertise to our clients as a trusted advisor,https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,Non-billable work to produce thought leadership and provide sales support defining early opportunities ,https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,"Understanding of the digital marketing space, including popular tools and common channel strategies spanning web, email, social and mobile",https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,Experience in configuring and using Google Analytics to understand visitor behavior and identify opportunities for optimization,https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,Understanding of audience segmentation and content targeting to segments,https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,Experience presenting to stakeholders and delivering workshops and training engagements,https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,"Experience developing and prioritizing KPIs to measure a program, initiative or project",https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,"Understanding of marketing strategy and optimization tactics including personalization, SEO, A|B testing, automation",https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,Experience embedding analytics and optimization within larger digital delivery projects,https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,Nice to have: Experience in a consulting or client services environment,https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Marketing Science Analyst,Valtech North America,Entry level,"Nice to have: Experience with tools such as Sitecore, Adwords, Semrush, CrazyEgg, Google Data Studio",https://ca.linkedin.com/jobs/view/marketing-science-analyst-at-valtech-north-america-1771882495?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"Develop and maintain new recurring reporting, dashboards and financial models using our SQL Business Intelligence Tool for both internal and external stakeholders",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Improve and automate existing reporting using our SQL Business Intelligence Tool,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Analyze and research any variances and use analytical skills to assess a variety of financial data to identify improvements and make recommendations,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"Plan and conduct analysis of financial data, identify trends, provide assessment of existing and proposed financial plans, propose changes to ensure organization achieves financial targets",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Conduct ad-hoc analysis and communicate key insights and recommendations to stakeholders,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Assist in development of fiscal budget through template development and data analysis,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"Learn about the overall business in order to ensure development of reporting to better understand, analyze and predict financial trends",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"Gain trust and confidence among internal customers that deliverables will be provided with high quality, and on time",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"3+ years experience as an analyst, FP&A an asset",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,University or college degree in business or accounting/finance,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Minimum 1 year experience with Business Intelligence tools required. Experience using Looker and Salesforce reporting an asset.,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"Intermediate SQL knowledge, with strong understanding of relational databases",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Strong knowledge of Microsoft Office Suite with advanced proficiency in Excel including pivot tables and vlookups,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Experience with accounting methodologies and principles,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Experience with budgeting and forecasting process and models,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Strong ability to translate data into actionable insight using storytelling and visualizations,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"Excellent communication and interpersonal skills required to work collaboratively and effectively with a geographically dispersed team of colleagues, and agencies",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Driven and motivated by a fast-paced environment and have a willingness to learn and be challenged,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"Ability to work independently, take initiative, and use critical thinking and problem-solving skills",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"Excellent attention to detail, organizational and time management skills",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,Unfailing commitment to internal and external customer service,https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"Understanding of, and identification with G Adventures’ Core Values",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Financial Data Analyst (3-6 month contract),G Adventures,Associate,"Additional talents which are not required, but would be an asset are: completed/enrolled in CFA/CPA program and experience with COGNOS, TM1 or the like",https://ca.linkedin.com/jobs/view/financial-data-analyst-3-6-month-contract-at-g-adventures-1578581705?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Elicit, analyze, and manage requirements, and business rules by engaging with key internal and external stakeholders",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Develop business requirements documentation and manage requirements for all project types,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Support and/or lead requirements review and solution design sessions,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Be the Subject Matter Expert for client(s) data and omni-channel marketing campaigns,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Partner with and support Strategy, Relationship Management, Client Services, Analytics, Media and Project • Management teams to ensure the business need is understood and the solution options presented are holistic, comprehensive, and valid",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Work closely with the Technology teams to determine the best solutions that meet client needs (e.g. recommend 3rd party tools and technologies, aligning with Klick’s services and technology capabilities)",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Work closely with the QA team to ensure requirements are adequately accounted for in test plans and test cases,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Support the Analytics team in defining data tracking, collection and extract/reporting requirements including KPIs, insights and analytics",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Support and/or review work effort estimation process and timelines,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Understand the Klick SDLC in detail, and escalate deviations to the Enterprise Solutions Director(s)",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Adobe Experience is preferred ,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Experience with a variety of complex projects at various phases of the project lifecycle,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Ability to elicit and analyze requirements from internal and external stakeholders of various seniority levels.,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Experience with a variety of project types, software and process methodologies (i.e. Waterfall, Agile, Iterative, etc.)",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Exceptional written and verbal communication skills catering messages to both technical and non-technical audiences,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Strong analytical, problem solving, planning skills and experience applying these skills in both business and technical environments",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Experience creating business requirements packages or other relevant campaign documentation,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Strong understanding of one or more of the following: database, data warehousing, data management, data quality and governance practices, data analysis and list generation, loyalty program management, solution design, campaign management/testing, reporting and business intelligence",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,People management experience,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Experience and understanding of 3rd party marketing automation and CRM platforms (e.g. Salesforce ExactTarget, Oracle Eloqua, Marketo and/or Adobe Campaign).",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Knowledge of Data Management and Governance best practices,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,Knowledge of Lean Six Sigma Process Improvement methodologies,https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Experience in highly regulated industries (e.g. Pharma, Financial, Insurance, etc.)",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
Business Analyst (Adobe) ,Klick,Mid-Senior level,"Continuously explores new techniques, tools and programs in an effort to innovate the field of data management and marketing communication in the Healthcare industry.",https://ca.linkedin.com/jobs/view/business-analyst-adobe-at-klick-1633138386?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Experience working for one of the largest Canadian global technology companies,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Possibility of a student on-call position after completion of internship ,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Possibility of a full-time position after completion of degree ,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Access to Celestica’s development programs and projects,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Celestica's Time Off to Volunteer program – two paid days off to volunteer per year,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Fun intern activities including celebration events and networking,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Internal recognition programs and rewards for stellar performance,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Discounted GoodLife Fitness memberships,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,<strong>Opportunity: </strong>,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,<strong>Innovation: </strong>,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,<strong>Collaboration: </strong>,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,<strong>Sustainability: </strong>,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,<strong>Development opportunities: </strong>,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,<strong>Networking: </strong>,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,<strong>Fun: </strong>,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Team player,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Strong communication and interpersonal skills,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Excellent PC skills (database software and major desktop applications),https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,"Proficient in Microsoft Word, PowerPoint and Excel (analysis, pivot tables & vlookup)",https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Excellent time management and prioritization,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Ability to meet tight deadlines in a fast-paced environment,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
"Student Intern, Data Analyst & Quote Controller",Celestica,Internship,Ability to work effectively autonomously once trained,https://ca.linkedin.com/jobs/view/student-intern-data-analyst-quote-controller-at-celestica-1703385723?refId=3be7aa01-2027-4789-916e-becf3b38d893&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click
